"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"Bourbon Barrel Porter","Robust Porter",1.065,1.016,6.42,39.13,50
"Crno","Baltic Porter",1.048,1.011,4.91,32.68,23.04
"Brewlab Porter All Grain","Brown Porter",1.052,1.013,5.09,23.51,29.62
"Grizzled Skipper","Robust Porter",1.065,1.016,6.34,32.67,33.58
"Winter porter","Robust Porter",1.056,1.014,5.59,19.64,35.37
"Bee Cave's Robust Porter BIAB","Robust Porter",1.063,1.013,6.55,38.82,35.6
"Snowbird","American Porter",1.073,1.019,7.03,38.96,35.79
"Peanut Butter Madness","Brown Porter",1.06,1.017,5.63,82.06,18.26
"London Porter","Brown Porter",1.091,1.025,8.75,67.97,38.9
"4Gs Porter 1.5","American Porter",1.046,1.011,4.56,35.06,41.03
"Baltic Porter - with Coffee","Brown Porter",1.071,1.018,7,50.72,25.03
"PleasantlyPorter","Brown Porter",1.052,1.013,5.14,28.85,23.79
"O'Connell Porter","Brown Porter",1.048,1.013,4.51,30.82,24.74
"Building Block Porter","Robust Porter",1.045,1.01,4.61,26.98,36.24
"Robust Porter - Homework Series #6","Robust Porter",1.079,1.017,8.19,63.61,37.9
"Maris Otter's Jugband Christmas","American Porter",1.037,1.01,3.59,46.63,21.62
"NameLess","Robust Porter",1.025,1.006,2.44,27.22,23.08
"Carnegie Swag","Robust Porter",1.059,1.018,5.38,15.15,50
"Vanilla Porter","Robust Porter",1.069,1.017,6.78,28.24,33.93
"State Pen Porter Clone","American Porter",1.058,1.015,5.57,31.53,29.66
"Clone2 Robust Porter","Robust Porter",1.06,1.018,5.76,46.8,33.97
"Coffee Porter","Robust Porter",1.102,1.029,9.64,85.91,33.29
"Vanilla porter","American Porter",1.06,1.016,5.73,38.77,35.03
"Aj porter","Robust Porter",1.063,1.016,6.1,42.46,30.29
"Traeger Smoked porter","Robust Porter",1.057,1.015,5.57,30.95,28.24
"Three Pigeons Porter","Robust Porter",1.064,1.018,6.06,38.71,34.47
"Bourbon Vanilla Porter","American Porter",1.088,1.016,9.45,60.75,40.61
"Onsøy lys porter","Brown Porter",1.051,1.013,5.03,29.18,21.26
"No Derog Chocolate Porter","Brown Porter",1.05,1.014,4.71,44.93,29.6
"Igge Jul No.1","Baltic Porter",1.066,1.012,7.12,46.95,50
"Vienna Porter 2015","Brown Porter",1.047,1.012,4.51,23.89,30.62
"Vanilla Bourbon Porter","American Porter",1.05,1.012,5.02,40.01,28.6
"Porter Royale - Smoked Porter","Robust Porter",1.05,1.012,5.02,27.93,29.64
"Popeye Porter","Robust Porter",1.054,1.017,4.86,35.46,36.63
"Xocoveza","American Porter",1.08,1.02,7.86,73.88,48.73
"Awesome Recipe","Robust Porter",1.058,1.015,5.75,0,38.1
"Baltic Style Porter","Baltic Porter",1.083,1.023,7.86,53.34,27.72
"PORTER","Brown Porter",1.044,1.012,4.21,31.65,25.71
"Rye Porter","Baltic Porter",1.061,1.011,6.56,32.89,33.1
"Chocolate Oatmeal Stout v2","English Porter",1.049,1.01,5.05,33.71,26.98
"Chocolate Honey Porter","American Porter",1.073,1.018,7.18,39.51,28.52
"Sink the carl","American Porter",1.11,1.018,11.99,110.92,50
"Brown Porter","English Porter",1.054,1.015,5.06,27.32,25.65
"HERMS 2.0 PORTER V1","American Porter",1.05,1.011,5.15,32.77,36.34
"Awesome Recipe","Brown Porter",1.052,1.016,4.79,23.68,26.41
"Luki Porter","Baltic Porter",1.076,1.019,7.5,33.28,26.64
"Pictures of Feces","Baltic Porter",1.092,1.023,9.06,0,30.26
"Peanut butter porter","English Porter",1.067,1.024,5.68,28.39,35.03
"Min första porter","Baltic Porter",1.063,1.021,5.51,30.83,44.12
"Eksil Porter","Brown Porter",1.076,1.019,7.46,73.32,48.37
"Wild dog canyon porter","Robust Porter",1.063,1.021,5.52,37.5,26.78
"Porter","Robust Porter",1.062,1.016,6.07,17.82,45.86
"Porter - pokus 1","Robust Porter",1.062,1.016,6.08,33.09,28.77
"Thorin Oatenmealed Dark Ale","English Porter",1.05,1.013,4.95,28.15,28.78
"Porter 2015-08-29","Brown Porter",1.045,1.009,4.76,99.11,33.35
"Panther City Porter","Brown Porter",1.06,1.018,5.46,57.98,31.43
"Pot Shot","Robust Porter",1.058,1.014,5.7,25.89,32.03
"Honey porter","American Porter",1.065,1.023,5.57,28.37,31.45
"Dark Ale","Brown Porter",1.048,1.008,5.28,21.58,26.32
"A King's Ransom Honey Porter","American Porter",1.06,1.017,5.62,34.78,32.51
"Country Brunch","American Porter",1.102,1.018,11,52.41,50
"Baltic Porter 1","Baltic Porter",1.064,1.02,5.8,38.88,27.69
"PORTER!","Robust Porter",1.063,1.013,6.61,44.99,27.97
"Chieftans bonnet","Robust Porter",1.059,1.013,6.02,39.55,35.17
"Patagonia Porter","Robust Porter",1.081,1.019,8.12,61.47,36.03
"C.C.C.P. (Chocolate Chip Coffee Porter)","American Porter",1.064,1.022,5.49,41.5,28.79
"Winter Beard","Baltic Porter",1.079,1.023,7.34,45.93,30.52
"Germanium Porter","Baltic Porter",1.062,1.02,5.57,22.59,29.81
"Porter","Brown Porter",1.046,1.013,4.28,31.16,25.39
"Trans/Porter","Robust Porter",1.05,1.018,4.29,34.52,30.43
"Burbon barrel porter","Robust Porter",1.059,1.017,5.49,58.61,40.55
"Edmundfitzjerry","Robust Porter",1.06,1.017,5.65,40.45,32.29
"1744 Porter","Brown Porter",1.068,1.016,6.82,0,31.54
"Baker Street","English Porter",1.046,1.011,4.71,25.91,20.44
"Porter","Brown Porter",1.052,1.012,5.24,34.22,25.58
"Original Porter","Robust Porter",1.062,1.014,6.26,41.55,31.86
"Toasted Pecan Porter","American Porter",1.062,1.016,6.03,52.02,35.04
"Porter #1 (52)","Robust Porter",1.074,1.015,7.65,24.19,37.81
"NOVEMBER PORTER","English Porter",1.055,1.013,5.58,26.43,27.55
"N porter","Baltic Porter",1.074,1.013,8.1,48.34,35.72
"Porter Base","American Porter",1.059,1.013,6.06,38.49,29.4
"Coffee Porter Rock Creek","American Porter",1.064,1.016,6.28,41.53,35.78
"Black IPA II","Robust Porter",1.065,1.016,6.44,84.81,29.81
"Chocolate Raspberry Porter","American Porter",16.0894,3.53689,6.82,37.76,34.26
"BourBon Barrel Porter","Robust Porter",1.066,1.018,6.28,50.93,43.78
"Brown Dog SA Cream Stout","American Porter",1.069,1.025,5.86,40.96,36.51
"Dark Star v2  Chocolate Coffee Porter","American Porter",1.071,1.009,8.11,37.02,30.04
"Andi's chocolate coffee porter","Brown Porter",1.052,1.013,5.12,37.88,27.14
"Porter","Robust Porter",1.065,1.017,6.29,56.25,41.94
"Molasses porter","Robust Porter",14.1215,3.75183,5.78,53.3,31.83
"Alaskan Smoked Porter","American Porter",1.064,1.02,5.74,42.79,42.03
"Buckwheat Honey Brown Porter","American Porter",1.056,1.014,5.6,37.08,24.16
"Northern Brewer Porter","American Porter",1.051,1.015,4.67,29.74,30.68
"Milovan Robust Porter II","Robust Porter",1.052,1.01,5.56,34.29,33.6
"Bourbon Barrel Porter","Robust Porter",1.065,1.017,6.26,55.51,46.48
"Porter","Robust Porter",1.058,1.015,5.63,28.15,28.6
"Portier V","English Porter",1.039,1.009,3.97,21.74,24.68
"Brown porter","Brown Porter",1.051,1.011,5.26,27.14,22.19
"Minko Baltic Porter - 5gal","Baltic Porter",1.088,1.024,8.31,44.45,32.39
"Chinook Simcoe Smoked Porter","Robust Porter",1.056,1.014,5.61,30.95,28.57
"Porter","American Porter",15.8121,4.11614,6.36,41.08,28.54
"Robust Coffee Porter","Robust Porter",15.4108,4.00729,6.19,37.14,38.66
"Milk Chocolate Porter","Robust Porter",1.067,1.023,5.86,46.39,34.42
"Chocolate promise","English Porter",1.05,1.01,5.26,68.16,40.54
"Mocha Maple Porter","American Porter",1.059,1.014,5.92,35.15,37.55
"Black Forest Stout","American Porter",1.071,1.017,7.03,30.67,38.61
"Black bird","Baltic Porter",1.074,1.026,6.28,39.38,24.25
"Blueberry (Porter-ish) Dark Lager","English Porter",1.044,1.008,4.74,25.42,37.5
"Thrice Golding Brown Porter","American Porter",1.058,1.01,6.32,43.49,38.03
"Christmas Porter","Robust Porter",1.055,1.013,5.56,41.82,34.35
"Coconut Kona Porter","American Porter",1.066,1.014,6.8,62.17,32.16
"Thick Mick AKA Spud F*ucker","Robust Porter",1.066,1.019,6.06,21.87,47.76
"Copenhagen","Baltic Porter",1.081,1.025,7.38,24.11,27.26
"BAS Porter","Brown Porter",1.065,1.02,5.97,30.38,25.98
"Collaboration #2","Baltic Porter",1.064,1.016,6.29,26.17,26.84
"Winter Honey Porter","Brown Porter",1.061,1.015,5.97,35.78,27.78
"Christmas: Porter","English Porter",1.061,1.014,6.26,34.32,28.18
"Ervebrygg Porter","Baltic Porter",1.071,1.023,6.29,31,36.05
"EF Porter","Robust Porter",1.062,1.016,6.06,56.52,28.56
"Kelly's Porter","Brown Porter",1.052,1.012,5.24,44.08,38.38
"Brown Porter","Brown Porter",1.052,1.013,5.12,30.49,25.56
"Poozy Porter","American Porter",1.058,1.015,5.61,35.12,29.53
"Oak Porter","American Porter",1.058,1.016,5.57,34.8,32.94
"Brown Porter","Brown Porter",1.052,1.014,5,18.26,26.12
"Stout","Baltic Porter",1.089,1.019,9.26,56.72,26.87
"Bourbon Stout","American Porter",1.06,1.019,5.46,52.33,33.74
"SNOW CAP ALE","Baltic Porter",1.074,1.019,7.15,38.48,23.17
"BB#48 Juleporter","Baltic Porter",1.075,1.017,7.51,42,29.76
"46. Garland Street Porter","American Porter",1.055,1.011,5.79,35.93,32.63
"Lucky","Robust Porter",1.059,1.015,5.79,16.29,27.54
"Porter","American Porter",1.076,1.023,6.97,18.02,50
"Founders Porter","American Porter",1.071,1.013,7.51,53.78,39.12
"Forty Weight Porter","American Porter",1.069,1.021,6.35,72.41,25.78
"The Taylor 2.0","American Porter",1.053,1.013,5.22,46.17,29.26
"Nøgne Porter","Baltic Porter",1.075,1.019,7.37,44.95,43.31
"Oatmeal Porter","Brown Porter",1.048,1.013,4.65,32.97,36
"Taddy Porter","Robust Porter",1.069,1.021,6.25,40.65,42.1
"Call Me a Taxi","Brown Porter",1.058,1.014,5.68,28.58,36
"Porter","Robust Porter",1.058,1.015,5.68,39.47,40.42
"Robust Porter","Robust Porter",1.058,1.012,6.01,56.28,32.43
"Exuro VCP 11 Gal","Brown Porter",1.06,1.022,5.04,37.57,27.52
"American Porter","American Porter",1.067,1.021,6.05,57.43,34.8
"Prince Titus II","Robust Porter",1.09,1.034,7.38,48.32,50
"Coffee (Amb Extr) Porter","Robust Porter",1.059,1.017,5.61,37.54,27.54
"Black widow spider","Robust Porter",1.054,1.013,5.3,40.51,39.91
"Firewood Porter","Brown Porter",1.082,1.021,8,15.9,46.11
"Tony's Wedding Beer","Baltic Porter",1.092,1.023,9.03,35.36,30.86
"Pondwater 2","Baltic Porter",1.064,1.017,6.24,22.52,23.49
"Xmas Porter","Robust Porter",1.058,1.014,5.79,32.91,24.71
"Black Gold Petrol Porter","Brown Porter",1.047,1.012,4.65,47.26,30.28
"Choc Coffee Porter","Brown Porter",1.054,1.014,5.34,28.27,30.56
"EI Porter","Robust Porter",1.056,1.014,5.53,41.52,37.27
"London Porter","Brown Porter",1.056,1.014,5.57,28.1,26.06
"Coffee porter","Robust Porter",1.073,1.019,7.08,36.45,43.83
"Porter","Baltic Porter",1.079,1.016,8.32,41.85,50
"Christmas spiced porter","Robust Porter",1.06,1.015,5.83,19.26,37.26
"Joe's Porter","American Porter",1.053,1.013,5.17,46.11,42.79
"Paradox Islay (SCB 20th Anniversary Brew)...","Baltic Porter",1.082,1.017,8.56,148.67,40.85
"Brown Porter 23/09","Brown Porter",1.035,1.009,3.47,26.41,18.24
"Denny's Bourbon Vanilla Imperial Porter","American Porter",1.087,1.021,8.62,50.89,37.13
"Punchin' Pickerel Porter","Robust Porter",1.065,1.019,6.01,31.03,30.13
"Chocolate Stout Adap. Livro Dave","American Porter",1.06,1.014,5.96,42.53,47.25
"Jessika party beer","Brown Porter",1.056,1.014,5.47,25.4,37.67
"Janet's Treat","Brown Porter",1.045,1.011,4.53,36.03,32.85
"The Chocolate Munchkin","Brown Porter",1.064,1.011,6.98,22.8,28
"Mr Pooter's Porter","American Porter",1.061,1.011,6.62,99.65,34.53
"Black Butte","Robust Porter",1.06,1.02,5.23,41.34,32.49
"Twin Power Porter","American Porter",1.061,1.014,6.09,23.86,45.46
"First Try Porter","Robust Porter",1.088,1.029,7.74,78.92,46.99
"Santa Fe Brewing Co's State Pen Porter Clone...","American Porter",1.063,1.019,5.81,28.68,31.66
"Corleones Kaffeporter","Baltic Porter",1.069,1.017,6.81,29.81,40
"Stout-han","American Porter",1.055,1.01,5.82,30.1,27.9
"Chocolate Porter","Brown Porter",1.043,1.011,4.18,42.37,27.75
"FABB Old Ale Partigyle Porter","American Porter",1.042,1.009,4.33,40.02,44.71
"Hey  Bear-linner","American Porter",1.074,1.019,7.33,74.67,41.15
"Coconut Porter","Robust Porter",1.061,1.016,5.85,39.79,38.77
"Test Porter","American Porter",1.07,1.021,6.39,36.15,36.44
"Robust Porter","American Porter",1.072,1.024,6.39,55.94,40.57
"Kolberg Porter with Safale S04","Brown Porter",1.065,1.015,6.56,51.09,27.71
"V2","Baltic Porter",1.063,1.016,6.16,24.96,20.65
"Vanilla Porter","English Porter",1.042,1.006,4.62,34.65,26.59
"Smoked Mocha Porter","Robust Porter",1.06,1.015,5.88,31.24,31.59
"Robust Porter","Robust Porter",1.042,1.012,3.9,18.39,47.16
"Ginger Snap Ale","Robust Porter",1.058,1.017,5.38,42.92,29.09
"Cry me a porter","Robust Porter",1.055,1.015,5.27,33.17,28.93
"First porter","Robust Porter",1.056,1.016,5.26,26.55,22.12
"English Robust Porter","Robust Porter",1.063,1.018,5.98,27.72,40
"Vanilla porter","American Porter",1.061,1.015,6,0,25.91
"Vanilla Porter","Robust Porter",1.065,1.02,5.94,28.84,28.25
"Honey Brown Porter","Brown Porter",1.053,1.012,5.27,23.93,26.48
"Brew Brus Porter","Robust Porter",1.063,1.016,6.08,36.37,40.17
"Porter","Robust Porter",1.064,1.014,6.53,19.46,34.28
"Hospital Porter","Baltic Porter",1.071,1.018,6.98,25.37,38.04
"Incitamentum","English Porter",1.055,1.013,5.54,23.08,20.93
"Brown Porter","Brown Porter",1.053,1.014,5.04,25.42,23.48
"Pepper Porter","American Porter",1.08,1.029,6.63,46.35,41.15
"Prusilla  Svart Utstøtt Høne","Robust Porter",1.064,1.016,6.34,37.71,38.34
"Chocolate Maple Vanilla Porter","Robust Porter",1.064,1.016,6.33,49.02,50
"304 Stout batch 2","American Porter",1.072,1.016,7.4,19.44,46.46
"Black Butte Porter","Robust Porter",1.028,1.008,2.55,32.64,30.88
"EddieFitz","American Porter",1.061,1.018,5.56,37.65,36.25
"Chocoholic Porter","Brown Porter",1.058,1.014,5.72,30.97,36.96
"Cervejeiros & Cia - Porter","Brown Porter",1.049,1.009,5.24,30.37,25.5
"Coconuthin'","Brown Porter",1.074,1.018,7.25,34.02,50
"Cacao/Pepper Robust Porter","American Porter",16.0789,4.29322,6.42,34.08,33.61
"Virginia Vertical Epic 09.09.09 Clone","Baltic Porter",1.087,1.022,8.4,49.91,38.22
"Bourbon Vanilla Porter","Baltic Porter",1.083,1.021,8.2,0,36.38
"Robust porter","Brown Porter",1.061,1.015,6.04,0,25.06
"Black Warrior Porter","American Porter",1.059,1.018,5.37,55.26,35.13
"Dark Koala","Robust Porter",1.06,1.015,5.87,23.45,38.75
"Anniversary Vanilla Porter","Robust Porter",1.05,1.01,5.35,52.3,27.59
"Pilgrim Porter","Brown Porter",1.04,1.008,4.2,30.22,24.48
"Nut Brown","Brown Porter",1.054,1.013,5.28,32.07,24.11
"Sour Coconut Porter","Robust Porter",1.061,1.017,5.71,27.45,33.33
"English Porter","Brown Porter",1.047,1.012,4.65,25.64,25.32
"Kitchen Sink Porter","Brown Porter",1.045,1.011,4.41,25.25,21.53
"Chocolate Coconut Porter","Robust Porter",1.069,1.014,7.23,48.77,41.64
"Baltic Porter","Baltic Porter",1.078,1.02,7.56,30.94,22.52
"Austmann coffe porter","Brown Porter",1.047,1.012,4.55,20.06,32.54
"Robust Porter","Robust Porter",13.7087,2.763,5.88,28.94,37.89
"Black Winter Porter (5 BIAB)","Robust Porter",1.078,1.022,7.4,36.98,34.73
"Eskimo Brother Porter With Vanilla and Cacao...","American Porter",1.058,1.014,5.71,0,3.4
"Smoked porter","American Porter",16.3852,4.11768,6.68,44.77,42.23
"London Style Porter","Robust Porter",1.056,1.016,5.24,39.85,34.17
"Everest B.","American Porter",1.086,1.03,7.31,58.56,50
"Black Winter Porter (5 BIAB)","Robust Porter",1.078,1.022,7.4,36.98,34.73
"Crimson Red Porter","Robust Porter",1.065,1.016,6.39,49.8,24.88
"Perilla Porter","American Porter",1.066,1.021,5.81,30,39.37
"Flying Bike Porter","American Porter",1.064,1.015,6.5,46.07,38.84
"Founders Clone","Robust Porter",1.052,1.009,5.62,63.75,42.68
"The Imperal Night With the golden cook","Robust Porter",1.119,1.028,11.92,28.02,43.06
"Black Sea","Robust Porter",1.063,1.013,6.66,37.93,39.94
"Porter","American Porter",1.036,1.007,3.87,16.59,39.09
"Bribie Boom! Coffee Porter (CP)","American Porter",1.055,1.01,5.89,29.36,28.02
"Porter 11-2015","Robust Porter",1.054,1.013,5.41,31.78,37.52
"GerMaricin BP","Brown Porter",1.055,1.015,5.19,36.62,30.2
"American Porter","American Porter",1.057,1.01,6.2,32.9,28.47
"Vichi Robust Porter","Robust Porter",1.056,1.018,4.97,26.41,26.6
"Vanilla porter","Brown Porter",1.05,1.013,4.95,0,29.9
"Vanilla Chocolate Porter","American Porter",1.049,1.009,5.29,34.88,44.53
"Dark vanilla porter","American Porter",1.054,1.011,5.7,26.58,42.21
"Hey Porter !","American Porter",1.061,1.012,6.63,39.75,24.5
"P Diddy Pumpkin Porter","American Porter",1.06,1.013,6.28,32.52,35.39
"Vanilla Bourbon Imperial Porter","Robust Porter",1.082,1.019,8.23,57.78,32.09
"Porter No 1","American Porter",1.064,1.015,6.51,25.44,31.98
"Porter  Hey Porter","English Porter",1.071,1.02,6.64,48.86,34.24
"Porter","Baltic Porter",1.072,1.013,7.78,31.88,26.72
"Rye Porter","Robust Porter",1.049,1.012,4.78,28.33,37.02
"BALTIC CHAPAPORTER","Baltic Porter",1.07,1.016,7.12,34.11,27.38
"Oatmeal Porter","American Porter",1.063,1.016,6.16,30.97,43.57
"Spiced Pumpkin Porter","Brown Porter",1.045,1.014,4.07,22.27,21.09
"Brown Porter","American Porter",1.067,1.016,6.68,35.38,50
"Smoked Porter - 70L","American Porter",1.061,1.015,6.03,43.01,36.09
"Coffee porter","American Porter",1.079,1.02,7.81,0,49.81
"Baltisk Porter","Baltic Porter",1.061,1.01,6.77,28.1,30.07
"Platz Kopf Porter","American Porter",1.052,1.011,5.38,39.17,30.15
"Dr. James' Feel Good Elixir","Baltic Porter",1.067,1.017,6.56,29.66,33.08
"Porter","Robust Porter",1.037,1.012,3.27,45.49,50
"Rum Barrel Aged Coconut Porter","Robust Porter",1.048,1.008,5.26,25.21,33.01
"Black Butte Partial Mash Clone","Robust Porter",1.059,1.017,5.44,40.73,25.4
"Dry City  -  Brown Porter","Brown Porter",1.05,1.013,4.92,20.1,24.24
"UK Porter","Brown Porter",1.055,1.018,4.79,21.7,28.51
"North Fork Oatmeal Porter","Robust Porter",1.068,1.017,6.62,49.32,29.95
"Port o palmer","Brown Porter",1.049,1.008,5.28,39.77,29.4
"Calderwood Porter - Extract","Robust Porter",1.062,1.014,6.29,34.73,31.24
"Aston Vanilla","English Porter",1.051,1.011,5.23,19.43,28.15
"Porter Ale","Robust Porter",1.06,1.016,5.84,30.71,35.5
"Chris's porter","Brown Porter",1.053,1.012,5.43,33.4,50
"Black Tooth Grin","Robust Porter",1.065,1.021,5.87,38.82,34.86
"Porter","English Porter",1.083,1.021,8.1,62.99,50
"Black Butte Porter Clone","American Porter",1.063,1.017,5.99,40.28,27.07
"Omega SkinneOel","English Porter",1.05,1.01,5.37,27.75,21.98
"Porter","American Porter",1.076,1.018,7.5,27,43.67
"Porter","American Porter",1.058,1.016,5.48,47.8,38.07
"Its Pronounced KAWFEE Porter","American Porter",1.068,1.016,6.84,20.94,26.28
"RT_WiseMan_Porter","Robust Porter",1.06,1.018,5.49,49.52,38.82
"24 Sussex Honey Porter","English Porter",1.052,1.016,4.78,23.98,25.48
"Wild Powder","American Porter",1.061,1.014,6.1,33.74,30.38
"Baltu porteris","Baltic Porter",1.072,1.018,7.09,29,49.97
"Jaffa Porter (216)","Brown Porter",1.046,1.012,4.48,24.19,24.71
"Pain in the ass porter","Robust Porter",1.069,1.015,7.06,47.41,36.66
"Christmas Porter","Robust Porter",1.053,1.014,5.2,46.6,35.32
"Dave's Vanilla Porter","Brown Porter",1.078,1.018,7.86,53.14,39.62
"American Chocolate Bourbon Porter","American Porter",1.072,1.022,6.58,61.34,40.87
"Honey Porter","Brown Porter",1.062,1.015,6.13,61.07,31.82
"Smokey Coffey Porter","Robust Porter",15.0949,4.04316,5.99,30.55,30.13
"Pegleg's Porter","American Porter",1.063,1.016,6.19,32.63,31.86
"Porter","American Porter",1.082,1.019,8.21,63.3,33.88
"Immy's 1st Bday CHP","Baltic Porter",1.056,1.025,4.07,28.54,40
"Devotion Potion Porter","Robust Porter",1.045,1.011,4.4,26.95,26.48
"Carry the Load","English Porter",1.055,1.014,5.35,28.26,24.94
"Rye Felicia","Robust Porter",1.079,1.018,7.97,31.5,41.52
"Just Like Grandma Used To Make Maple Pecan P...","American Porter",1.06,1.015,5.95,38.96,35.73
"Awesome Recipe","Brown Porter",1.047,1.012,4.63,27.37,29.14
"Adams B&H Porter","Robust Porter",1.061,1.014,6.16,47.23,34.93
"Mr Porter","Robust Porter",1.064,1.012,6.89,46.14,36.82
"Amber Mocha Porter","English Porter",1.053,1.015,4.99,25.13,27.69
"SCB Black Hills Porter","American Porter",1.062,1.019,5.61,40.16,29.23
"Porter","Robust Porter",1.063,1.014,6.42,45.6,34.77
"Munich porter","Robust Porter",1.061,1.021,5.19,8.58,36.17
"BB #42 Robust Porter aka Asbestporter","Robust Porter",1.071,1.014,7.55,43.94,25.14
"Honey Rye Porter    Sep2015","Brown Porter",1.058,1.011,6.12,26.43,26.96
"Rainy Day Porter","American Porter",1.05,1.014,4.71,33.34,38.26
"Hazelett Coffee Porter","American Porter",1.066,1.016,6.49,25.34,28.33
"1st Porter","Brown Porter",1.043,1.008,4.59,26.32,22.46
"Port of Call","Robust Porter",1.059,1.011,6.29,30.13,27.77
"Porter","Robust Porter",1.064,1.021,5.64,65.9,33.5
"SchuBrew  Porter / Common","American Porter",1.056,1.009,6.12,44.55,28.25
"Templeton Rye Porter","American Porter",1.062,1.019,5.63,47.98,36.65
"Buster Bourbon Chocolate Stout.","American Porter",1.075,1.024,6.65,38.83,46.38
"Swiss German wedding ale V2","American Porter",1.065,1.016,6.39,11.13,34.04
"Bourbon Barrel Porter","Robust Porter",1.06,1.016,5.8,44.05,43.54
"Privateer's porter","American Porter",1.073,1.018,7.17,32.53,35.77
"Cold Pressed Coffee Porter","American Porter",1.067,1.018,6.35,51.43,41.61
"The Rev s Porter","Baltic Porter",1.087,1.022,8.53,23.35,27.29
"Putinkranian Porter","Brown Porter",1.061,1.018,5.62,39.51,24.86
"Dead by Coconuts","Robust Porter",1.071,1.018,6.96,33.65,36.78
"Ollie's Winter PORTER MO GRAIN","Baltic Porter",1.06,1.015,5.87,6.19,30.34
"Brown Porter","Brown Porter",10.797,2.78047,4.26,27.41,21
"Irish Porter","Robust Porter",1.058,1.016,5.43,62.96,25.92
"Coffee Porter","American Porter",1.073,1.021,6.75,25.98,41.33
"Autumn Porter","Robust Porter",14.2521,3.7044,5.7,37.89,30.7
"Rye Porter (195)","Robust Porter",1.058,1.016,5.48,33.91,29.19
"Pumpkin Porter","Brown Porter",1.054,1.016,5,26.22,21.86
"Black Dog Porter","Robust Porter",1.083,1.025,7.59,51.63,40.12
"Porter","American Porter",1.065,1.017,6.41,40.64,37.34
"Porter and Dolly","Robust Porter",1.058,1.013,5.86,39.96,34.94
"Team Gamma","American Porter",1.004,1.001,0.44,13.73,24.43
"Reisig Porter","American Porter",1.064,1.016,6.3,32.84,30.49
"NB White House Honey Porter","English Porter",1.058,1.013,5.85,22.32,25.72
"The Trans-Porter","Robust Porter",1.061,1.019,5.47,37.76,33.28
"1804 Barclay Perkins TT Clone","English Porter",13.5669,3.32218,5.51,64.3,28.07
"Porter","Robust Porter",1.064,1.021,5.7,28.04,28.12
"Robust Porter","Robust Porter",1.059,1.015,5.7,41.55,22.58
"Old Squirty","Robust Porter",1.052,1.01,5.46,42.21,50
"Bourbon Barrel Porter","Brown Porter",1.068,1.017,6.72,57.57,40.91
"Grey Hare Dark Ale","Brown Porter",1.052,1.013,5.16,26.28,23.21
"Oathbreaker","Baltic Porter",1.074,1.019,7.16,39.27,27.95
"Cuarte","American Porter",1.06,1.015,5.95,33.17,50
"Chocolate Brown Porter","English Porter",13.6868,3.54237,5.46,28.54,33.49
"Basic Porter 2","Brown Porter",1.05,1.014,4.68,28.29,32.32
"Porter","Robust Porter",1.064,1.014,6.56,43.45,41.58
"Porter In the House","American Porter",1.052,1.013,5.12,40.18,24.43
"Donnie","Robust Porter",1.063,1.013,6.48,26.89,31.86
"Porter","Robust Porter",1.058,1.014,5.76,44.59,28.62
"Sweet Nut Jelly","Brown Porter",1.087,1.024,8.26,15.78,49.08
"Harry Porter","English Porter",1.06,1.014,6.03,29.88,35.28
"Bishop's Smoked Porter","American Porter",1.067,1.013,7.08,47.1,38.41
"Papa's Porter (Original Recipe)","Robust Porter",1.063,1.023,5.26,44.29,37.02
"Porter extract","Brown Porter",1.049,1.012,4.86,25.26,32.63
"Ale to the Chief: Honey Porter Clone","Robust Porter",1.063,1.015,6.35,39.46,33.76
"Black Cherry & Chocolate Porter","Brown Porter",1.044,1.01,4.53,24.15,32.14
"?(•??•? )","American Porter",1.062,1.015,6.07,52.33,47.87
"Irish Coffee","Robust Porter",1.061,1.012,6.45,31.37,28.69
"God Save the Queen","Robust Porter",1.056,1.013,5.62,32.51,29.73
"Southpaw Porter","Baltic Porter",1.06,1.011,6.37,21.97,22.06
"Malty Matrimony (Porter)","American Porter",1.062,1.017,5.88,39.34,34.47
"BCS Smoked Robust Porter","American Porter",1.062,1.015,6.18,33.15,33.84
"Gunpowder Porter","Robust Porter",1.089,1.031,7.6,32.27,36.21
"Milk Stout","American Porter",1.057,1.016,5.45,49.09,38.52
"Smokey Porter","English Porter",1.05,1.013,4.8,55.61,24.55
"Something Dark","English Porter",1.058,1.015,5.74,26.23,27.5
"English Porter","English Porter",1.044,1.014,3.93,25.09,30.85
"Bottom of the Sea Porter","Baltic Porter",1.092,1.02,9.39,84.58,45.64
"Knotty Saaz","English Porter",1.051,1.01,5.41,32.68,30.12
"Darkest Days","Baltic Porter",1.106,1.03,10.01,51.4,35.02
"St. Peters old style porter","Robust Porter",1.06,1.015,5.92,56.82,50
"Chocolate Oatmeal Vanilla Stout","American Porter",1.064,1.018,6.13,38.4,40.99
"Porter","English Porter",1.052,1.018,4.57,14.66,50
"Awesome Recipe","Robust Porter",1.062,1.014,6.22,33.05,36.78
"Porter","American Porter",1.062,1.01,6.86,47.63,30.53
"TOASTED COCONUT PORTER","Robust Porter",15.4758,2.86616,6.82,56.82,24.7
"#72 Brown Porter","Brown Porter",12.4583,3.41083,4.85,27.53,25.14
"Coraje - Spanish Coffee Porter","American Porter",1.055,1.013,5.56,30.94,35.96
