Date/Time,Unit,Value,a
05-07-15 13:49:01,%RH,65,469
05-07-15 14:49:01,%RH,70,58
05-07-15 15:49:01,%RH,73,361
05-07-15 16:49:01,%RH,80,932
05-07-15 17:49:01,%RH,84,077
05-07-15 18:49:01,%RH,90,69
05-07-15 19:49:01,%RH,84,596
05-07-15 20:49:01,%RH,77,727
05-07-15 21:49:01,%RH,79,87
05-07-15 22:49:01,%RH,79,337
05-07-15 23:49:01,%RH,77,727
06-07-15 0:49:01,%RH,77,187
06-07-15 1:49:01,%RH,77,187
06-07-15 2:49:01,%RH,78,265
06-07-15 3:49:01,%RH,78,265
06-07-15 4:49:01,%RH,78,802
06-07-15 5:49:01,%RH,78,265
06-07-15 6:49:01,%RH,73,913
06-07-15 7:49:01,%RH,63,155
06-07-15 8:49:01,%RH,46,219
06-07-15 9:49:01,%RH,60,225
06-07-15 10:49:01,%RH,60,814
06-07-15 11:49:01,%RH,59,634
06-07-15 12:49:01,%RH,58,447
06-07-15 13:49:01,%RH,57,254
06-07-15 14:49:01,%RH,56,054
06-07-15 15:49:01,%RH,54,848
06-07-15 16:49:01,%RH,50,574
06-07-15 17:49:01,%RH,43,694
06-07-15 18:49:01,%RH,41,783
06-07-15 19:49:01,%RH,41,783
06-07-15 20:49:01,%RH,42,422
06-07-15 21:49:01,%RH,44,328
06-07-15 22:49:01,%RH,45,59
06-07-15 23:49:01,%RH,46,219
07-07-15 0:49:01,%RH,47,471
07-07-15 1:49:01,%RH,49,956
07-07-15 2:49:01,%RH,51,803
07-07-15 3:49:01,%RH,53,026
07-07-15 4:49:01,%RH,54,848
07-07-15 5:49:01,%RH,56,655
07-07-15 6:49:01,%RH,57,852
07-07-15 7:49:01,%RH,57,852
07-07-15 8:49:01,%RH,56,655
07-07-15 9:49:01,%RH,53,635
07-07-15 10:49:01,%RH,49,956
07-07-15 11:49:01,%RH,46,846
07-07-15 12:49:01,%RH,43,694
07-07-15 13:49:01,%RH,39,858
07-07-15 14:49:01,%RH,40,501
07-07-15 15:49:01,%RH,44,328
07-07-15 16:49:01,%RH,46,846
07-07-15 17:49:01,%RH,48,717
07-07-15 18:49:01,%RH,50,574
07-07-15 19:49:01,%RH,53,026
07-07-15 20:49:01,%RH,53,635
