Reference,Study_common_taxon,Site_name,Sampling_effort,Longitude,Latitude,species,Measurement,Effort_corrected_measurement
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus bifarius,22,88
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus occidentalis,1,4
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus bifarius,5,20
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus bifarius,28,28
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus bifarius,2,8
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus occidentalis,1,4
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus bifarius,46,61.333333333333336
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus bifarius,1,4
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus occidentalis,1,4
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus bifarius,7,28
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus vosnesenskii,7,28
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus bifarius,17,68
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus occidentalis,2,8
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus bifarius,4,24
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus bifarius,5,20
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus occidentalis,1,4
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus vosnesenskii,4,19.2
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus vosnesenskii,42,168
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus bifarius,24,96
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus occidentalis,7,28
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus bifarius,19,65.14285714285714
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus occidentalis,4,13.714285714285714
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus bifarius,24,96
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus bifarius,3,12
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus bifarius,2,12
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus bifarius,29,116
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus occidentalis,1,4
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus vosnesenskii,0,0
