Reference,Study_common_taxon,Site_name,Sampling_effort,Longitude,Latitude,species,Measurement,Effort_corrected_measurement
Cameron et al. 2011,Hymenoptera,11.54 km WSW Sisters_08,30,-121.69052,44.25608,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,11.54 km WSW Sisters_08,30,-121.69052,44.25608,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,11.54 km WSW Sisters_08,30,-121.69052,44.25608,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,11.54 km WSW Sisters_08,30,-121.69052,44.25608,Bombus vosnesenskii,1,4
Cameron et al. 2011,Hymenoptera,12.39 km WSW of Mutts Meadow_08,15,-107.5948,44.7603,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,12.39 km WSW of Mutts Meadow_08,15,-107.5948,44.7603,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,12.39 km WSW of Mutts Meadow_08,15,-107.5948,44.7603,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,12.39 km WSW of Mutts Meadow_08,15,-107.5948,44.7603,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,12.39 km WSW of Mutts Meadow_08,15,-107.5948,44.7603,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,12.39 km WSW of Mutts Meadow_08,15,-107.5948,44.7603,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,12.39 km WSW of Mutts Meadow_08,15,-107.5948,44.7603,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,12.39 km WSW of Mutts Meadow_08,15,-107.5948,44.7603,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,12.53 km WSW of Sisters_08,30,-121.69646,44.24362,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,12.53 km WSW of Sisters_08,30,-121.69646,44.24362,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,12.53 km WSW of Sisters_08,30,-121.69646,44.24362,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,12.53 km WSW of Sisters_08,30,-121.69646,44.24362,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,12.53 km WSW of Sisters_08,30,-121.69646,44.24362,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,12.53 km WSW of Sisters_08,30,-121.69646,44.24362,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,12.53 km WSW of Sisters_08,30,-121.69646,44.24362,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,12.53 km WSW of Sisters_08,30,-121.69646,44.24362,Bombus vosnesenskii,45,180
Cameron et al. 2011,Hymenoptera,16.59 km N Riggins_08,30,-116.3048,45.5712,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,16.59 km N Riggins_08,30,-116.3048,45.5712,Bombus bifarius,7,28
Cameron et al. 2011,Hymenoptera,16.59 km N Riggins_08,30,-116.3048,45.5712,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,16.59 km N Riggins_08,30,-116.3048,45.5712,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,16.59 km N Riggins_08,30,-116.3048,45.5712,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,16.59 km N Riggins_08,30,-116.3048,45.5712,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,16.59 km N Riggins_08,30,-116.3048,45.5712,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,16.59 km N Riggins_08,30,-116.3048,45.5712,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,17.36 km SE Porcupine Falls_08,15,-107.7414,44.7595,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,17.36 km SE Porcupine Falls_08,15,-107.7414,44.7595,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,17.36 km SE Porcupine Falls_08,15,-107.7414,44.7595,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,17.36 km SE Porcupine Falls_08,15,-107.7414,44.7595,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,17.36 km SE Porcupine Falls_08,15,-107.7414,44.7595,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,17.36 km SE Porcupine Falls_08,15,-107.7414,44.7595,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,17.36 km SE Porcupine Falls_08,15,-107.7414,44.7595,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,17.36 km SE Porcupine Falls_08,15,-107.7414,44.7595,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,18.73 km SSE La Grande_08,56,-118.06347,45.15691,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,18.73 km SSE La Grande_08,56,-118.06347,45.15691,Bombus bifarius,4,8.571428571428571
Cameron et al. 2011,Hymenoptera,18.73 km SSE La Grande_08,56,-118.06347,45.15691,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,18.73 km SSE La Grande_08,56,-118.06347,45.15691,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,18.73 km SSE La Grande_08,56,-118.06347,45.15691,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,18.73 km SSE La Grande_08,56,-118.06347,45.15691,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,18.73 km SSE La Grande_08,56,-118.06347,45.15691,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,18.73 km SSE La Grande_08,56,-118.06347,45.15691,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,2.33 km WNW Sierraville_07,20,-120.39332,39.59517,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,2.33 km WNW Sierraville_07,20,-120.39332,39.59517,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,2.33 km WNW Sierraville_07,20,-120.39332,39.59517,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,2.33 km WNW Sierraville_07,20,-120.39332,39.59517,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,2.33 km WNW Sierraville_07,20,-120.39332,39.59517,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,2.33 km WNW Sierraville_07,20,-120.39332,39.59517,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,2.33 km WNW Sierraville_07,20,-120.39332,39.59517,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,2.33 km WNW Sierraville_07,20,-120.39332,39.59517,Bombus vosnesenskii,1,6
Cameron et al. 2011,Hymenoptera,21.64 km S of Big Sky_08,30,-111.2555,45.0618,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,21.64 km S of Big Sky_08,30,-111.2555,45.0618,Bombus bifarius,8,32
Cameron et al. 2011,Hymenoptera,21.64 km S of Big Sky_08,30,-111.2555,45.0618,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,21.64 km S of Big Sky_08,30,-111.2555,45.0618,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,21.64 km S of Big Sky_08,30,-111.2555,45.0618,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,21.64 km S of Big Sky_08,30,-111.2555,45.0618,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,21.64 km S of Big Sky_08,30,-111.2555,45.0618,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,21.64 km S of Big Sky_08,30,-111.2555,45.0618,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,3.77 km ESE Sheep Creek Lake_08,30,-109.8066,40.8836,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,3.77 km ESE Sheep Creek Lake_08,30,-109.8066,40.8836,Bombus bifarius,30,120
Cameron et al. 2011,Hymenoptera,3.77 km ESE Sheep Creek Lake_08,30,-109.8066,40.8836,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,3.77 km ESE Sheep Creek Lake_08,30,-109.8066,40.8836,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,3.77 km ESE Sheep Creek Lake_08,30,-109.8066,40.8836,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,3.77 km ESE Sheep Creek Lake_08,30,-109.8066,40.8836,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,3.77 km ESE Sheep Creek Lake_08,30,-109.8066,40.8836,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,3.77 km ESE Sheep Creek Lake_08,30,-109.8066,40.8836,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_09,30,-117.57936,45.00649,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_09,30,-117.57936,45.00649,Bombus bifarius,3,12
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_09,30,-117.57936,45.00649,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_09,30,-117.57936,45.00649,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_09,30,-117.57936,45.00649,Bombus occidentalis,1,4
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_09,30,-117.57936,45.00649,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_09,30,-117.57936,45.00649,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_09,30,-117.57936,45.00649,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_08,60,-117.57936,45.00649,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_08,60,-117.57936,45.00649,Bombus bifarius,39,78
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_08,60,-117.57936,45.00649,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_08,60,-117.57936,45.00649,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_08,60,-117.57936,45.00649,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_08,60,-117.57936,45.00649,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_08,60,-117.57936,45.00649,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,32.5 km NE Baker City_08,60,-117.57936,45.00649,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,7.13 km NW Gothic_08,30,-107.0588,39.9948,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,7.13 km NW Gothic_08,30,-107.0588,39.9948,Bombus bifarius,9,36
Cameron et al. 2011,Hymenoptera,7.13 km NW Gothic_08,30,-107.0588,39.9948,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,7.13 km NW Gothic_08,30,-107.0588,39.9948,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,7.13 km NW Gothic_08,30,-107.0588,39.9948,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,7.13 km NW Gothic_08,30,-107.0588,39.9948,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,7.13 km NW Gothic_08,30,-107.0588,39.9948,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,7.13 km NW Gothic_08,30,-107.0588,39.9948,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,7.16 km SSE Mt. Hood_08,30,-121.63603,45.32514,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,7.16 km SSE Mt. Hood_08,30,-121.63603,45.32514,Bombus bifarius,25,100
Cameron et al. 2011,Hymenoptera,7.16 km SSE Mt. Hood_08,30,-121.63603,45.32514,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,7.16 km SSE Mt. Hood_08,30,-121.63603,45.32514,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,7.16 km SSE Mt. Hood_08,30,-121.63603,45.32514,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,7.16 km SSE Mt. Hood_08,30,-121.63603,45.32514,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,7.16 km SSE Mt. Hood_08,30,-121.63603,45.32514,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,7.16 km SSE Mt. Hood_08,30,-121.63603,45.32514,Bombus vosnesenskii,6,24
Cameron et al. 2011,Hymenoptera,7.55 km ENE New Meadows_08,90,-116.18861,44.98977,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,7.55 km ENE New Meadows_08,90,-116.18861,44.98977,Bombus bifarius,16,21.333333333333332
Cameron et al. 2011,Hymenoptera,7.55 km ENE New Meadows_08,90,-116.18861,44.98977,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,7.55 km ENE New Meadows_08,90,-116.18861,44.98977,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,7.55 km ENE New Meadows_08,90,-116.18861,44.98977,Bombus occidentalis,1,1.3333333333333333
Cameron et al. 2011,Hymenoptera,7.55 km ENE New Meadows_08,90,-116.18861,44.98977,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,7.55 km ENE New Meadows_08,90,-116.18861,44.98977,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,7.55 km ENE New Meadows_08,90,-116.18861,44.98977,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,7.93 km NW Gothic_08,30,-107.0526,39.0116,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,7.93 km NW Gothic_08,30,-107.0526,39.0116,Bombus bifarius,5,20
Cameron et al. 2011,Hymenoptera,7.93 km NW Gothic_08,30,-107.0526,39.0116,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,7.93 km NW Gothic_08,30,-107.0526,39.0116,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,7.93 km NW Gothic_08,30,-107.0526,39.0116,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,7.93 km NW Gothic_08,30,-107.0526,39.0116,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,7.93 km NW Gothic_08,30,-107.0526,39.0116,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,7.93 km NW Gothic_08,30,-107.0526,39.0116,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,9.04 km SW Mt. Shasta_07,35,-122.27846,41.34877,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,9.04 km SW Mt. Shasta_07,35,-122.27846,41.34877,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,9.04 km SW Mt. Shasta_07,35,-122.27846,41.34877,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,9.04 km SW Mt. Shasta_07,35,-122.27846,41.34877,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,9.04 km SW Mt. Shasta_07,35,-122.27846,41.34877,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,9.04 km SW Mt. Shasta_07,35,-122.27846,41.34877,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,9.04 km SW Mt. Shasta_07,35,-122.27846,41.34877,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,9.04 km SW Mt. Shasta_07,35,-122.27846,41.34877,Bombus vosnesenskii,36,123.42857142857142
Cameron et al. 2011,Hymenoptera,9.54 km NW Silverthorne_08,45,-106.1513,39.7184,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,9.54 km NW Silverthorne_08,45,-106.1513,39.7184,Bombus bifarius,13,34.666666666666664
Cameron et al. 2011,Hymenoptera,9.54 km NW Silverthorne_08,45,-106.1513,39.7184,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,9.54 km NW Silverthorne_08,45,-106.1513,39.7184,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,9.54 km NW Silverthorne_08,45,-106.1513,39.7184,Bombus occidentalis,1,2.6666666666666665
Cameron et al. 2011,Hymenoptera,9.54 km NW Silverthorne_08,45,-106.1513,39.7184,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,9.54 km NW Silverthorne_08,45,-106.1513,39.7184,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,9.54 km NW Silverthorne_08,45,-106.1513,39.7184,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,9.63 km SSW Mt. Shasta_07,15,-122.25453,41.32992,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,9.63 km SSW Mt. Shasta_07,15,-122.25453,41.32992,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,9.63 km SSW Mt. Shasta_07,15,-122.25453,41.32992,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,9.63 km SSW Mt. Shasta_07,15,-122.25453,41.32992,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,9.63 km SSW Mt. Shasta_07,15,-122.25453,41.32992,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,9.63 km SSW Mt. Shasta_07,15,-122.25453,41.32992,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,9.63 km SSW Mt. Shasta_07,15,-122.25453,41.32992,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,9.63 km SSW Mt. Shasta_07,15,-122.25453,41.32992,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Alpine, 14.5 mi S_08",34,-109.2155,33.69101,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Alpine, 14.5 mi S_08",34,-109.2155,33.69101,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Alpine, 14.5 mi S_08",34,-109.2155,33.69101,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Alpine, 14.5 mi S_08",34,-109.2155,33.69101,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Alpine, 14.5 mi S_08",34,-109.2155,33.69101,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Alpine, 14.5 mi S_08",34,-109.2155,33.69101,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Alpine, 14.5 mi S_08",34,-109.2155,33.69101,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Alpine, 14.5 mi S_08",34,-109.2155,33.69101,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 17 km SE_08",40,-117.2458,46.10825,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 17 km SE_08",40,-117.2458,46.10825,Bombus bifarius,3,9
Cameron et al. 2011,Hymenoptera,"Anatone, 17 km SE_08",40,-117.2458,46.10825,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 17 km SE_08",40,-117.2458,46.10825,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 17 km SE_08",40,-117.2458,46.10825,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 17 km SE_08",40,-117.2458,46.10825,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 17 km SE_08",40,-117.2458,46.10825,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 17 km SE_08",40,-117.2458,46.10825,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 18.3 km SE_08",30,-117.25697,46.11186,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 18.3 km SE_08",30,-117.25697,46.11186,Bombus bifarius,22,88
Cameron et al. 2011,Hymenoptera,"Anatone, 18.3 km SE_08",30,-117.25697,46.11186,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 18.3 km SE_08",30,-117.25697,46.11186,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 18.3 km SE_08",30,-117.25697,46.11186,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 18.3 km SE_08",30,-117.25697,46.11186,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 18.3 km SE_08",30,-117.25697,46.11186,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Anatone, 18.3 km SE_08",30,-117.25697,46.11186,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Angel Creek Camp, Uncompahgre NF_09",30,-107.69428,38.00169,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Angel Creek Camp, Uncompahgre NF_09",30,-107.69428,38.00169,Bombus bifarius,27,108
Cameron et al. 2011,Hymenoptera,"Angel Creek Camp, Uncompahgre NF_09",30,-107.69428,38.00169,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Angel Creek Camp, Uncompahgre NF_09",30,-107.69428,38.00169,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Angel Creek Camp, Uncompahgre NF_09",30,-107.69428,38.00169,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Angel Creek Camp, Uncompahgre NF_09",30,-107.69428,38.00169,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Angel Creek Camp, Uncompahgre NF_09",30,-107.69428,38.00169,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Angel Creek Camp, Uncompahgre NF_09",30,-107.69428,38.00169,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Bachelor Prarie_09,15,-118.3755,47.73174,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Bachelor Prarie_09,15,-118.3755,47.73174,Bombus bifarius,36,288
Cameron et al. 2011,Hymenoptera,Bachelor Prarie_09,15,-118.3755,47.73174,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Bachelor Prarie_09,15,-118.3755,47.73174,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Bachelor Prarie_09,15,-118.3755,47.73174,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Bachelor Prarie_09,15,-118.3755,47.73174,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Bachelor Prarie_09,15,-118.3755,47.73174,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Bachelor Prarie_09,15,-118.3755,47.73174,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Beaver Meadow, Rocky Mountain NP_09",30,-105.61791,40.36812,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Beaver Meadow, Rocky Mountain NP_09",30,-105.61791,40.36812,Bombus bifarius,9,36
Cameron et al. 2011,Hymenoptera,"Beaver Meadow, Rocky Mountain NP_09",30,-105.61791,40.36812,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Beaver Meadow, Rocky Mountain NP_09",30,-105.61791,40.36812,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Beaver Meadow, Rocky Mountain NP_09",30,-105.61791,40.36812,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Beaver Meadow, Rocky Mountain NP_09",30,-105.61791,40.36812,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Beaver Meadow, Rocky Mountain NP_09",30,-105.61791,40.36812,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Beaver Meadow, Rocky Mountain NP_09",30,-105.61791,40.36812,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Beaverton Marsh Preserve_09,30,-123.03194,48.55015,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Beaverton Marsh Preserve_09,30,-123.03194,48.55015,Bombus bifarius,5,20
Cameron et al. 2011,Hymenoptera,Beaverton Marsh Preserve_09,30,-123.03194,48.55015,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Beaverton Marsh Preserve_09,30,-123.03194,48.55015,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Beaverton Marsh Preserve_09,30,-123.03194,48.55015,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Beaverton Marsh Preserve_09,30,-123.03194,48.55015,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Beaverton Marsh Preserve_09,30,-123.03194,48.55015,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Beaverton Marsh Preserve_09,30,-123.03194,48.55015,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,Box Death Hollow Wilderness Trailhead_08,15,-111.6546,37.9648,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,Box Death Hollow Wilderness Trailhead_08,15,-111.6546,37.9648,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Box Death Hollow Wilderness Trailhead_08,15,-111.6546,37.9648,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,Box Death Hollow Wilderness Trailhead_08,15,-111.6546,37.9648,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Box Death Hollow Wilderness Trailhead_08,15,-111.6546,37.9648,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,Box Death Hollow Wilderness Trailhead_08,15,-111.6546,37.9648,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,Box Death Hollow Wilderness Trailhead_08,15,-111.6546,37.9648,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,Box Death Hollow Wilderness Trailhead_08,15,-111.6546,37.9648,Bombus vosnesenskii,0,0
Cameron et al. 2011,Hymenoptera,"Brighthead, 0.78 km NW_09",30,-122.00958,45.36788,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Brighthead, 0.78 km NW_09",30,-122.00958,45.36788,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Brighthead, 0.78 km NW_09",30,-122.00958,45.36788,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Brighthead, 0.78 km NW_09",30,-122.00958,45.36788,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Brighthead, 0.78 km NW_09",30,-122.00958,45.36788,Bombus occidentalis,0,0
Cameron et al. 2011,Hymenoptera,"Brighthead, 0.78 km NW_09",30,-122.00958,45.36788,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Brighthead, 0.78 km NW_09",30,-122.00958,45.36788,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Brighthead, 0.78 km NW_09",30,-122.00958,45.36788,Bombus vosnesenskii,4,16
Cameron et al. 2011,Hymenoptera,"Brush Lake, 5.69 km NNW, Kanisku NF_09",30,-116.27901,48.85286,Bombus affinis,0,0
Cameron et al. 2011,Hymenoptera,"Brush Lake, 5.69 km NNW, Kanisku NF_09",30,-116.27901,48.85286,Bombus bifarius,39,156
Cameron et al. 2011,Hymenoptera,"Brush Lake, 5.69 km NNW, Kanisku NF_09",30,-116.27901,48.85286,Bombus bimaculatus,0,0
Cameron et al. 2011,Hymenoptera,"Brush Lake, 5.69 km NNW, Kanisku NF_09",30,-116.27901,48.85286,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Brush Lake, 5.69 km NNW, Kanisku NF_09",30,-116.27901,48.85286,Bombus occidentalis,1,4
Cameron et al. 2011,Hymenoptera,"Brush Lake, 5.69 km NNW, Kanisku NF_09",30,-116.27901,48.85286,Bombus pensylvanicus,0,0
Cameron et al. 2011,Hymenoptera,"Brush Lake, 5.69 km NNW, Kanisku NF_09",30,-116.27901,48.85286,Bombus terricola,0,0
Cameron et al. 2011,Hymenoptera,"Brush Lake, 5.69 km NNW, Kanisku NF_09",30,-116.27901,48.85286,Bombus vosnesenskii,0,0
